state_code,state_name,year,income_group,beneficiaries,cms_cost_per_utilizer,median_income,affordability_index_pct
SC,South Carolina,2021,65plus,712041,10579.0,601469.0,1.76
SC,South Carolina,2021,Family4,712041,10579.0,219036.0,4.83
SC,South Carolina,2021,Female_no_spouse_kids,712041,10579.0,144666.0,7.31
SC,South Carolina,2021,Male_no_spouse_kids,712041,10579.0,39401.0,26.85
SC,South Carolina,2021,Married_with_kids,712041,10579.0,322244.0,3.28
SC,South Carolina,2021,Nonfamily_Female_alone,712041,10579.0,334742.0,3.16
SC,South Carolina,2021,Nonfamily_Male_alone,712041,10579.0,260976.0,4.05
SC,South Carolina,2024,65plus,712041,10579.0,667861.0,1.58
SC,South Carolina,2024,Family4,712041,10579.0,229558.0,4.61
SC,South Carolina,2024,Female_no_spouse_kids,712041,10579.0,138351.0,7.65
SC,South Carolina,2024,Male_no_spouse_kids,712041,10579.0,45406.0,23.3
SC,South Carolina,2024,Married_with_kids,712041,10579.0,357488.0,2.96
SC,South Carolina,2024,Nonfamily_Female_alone,712041,10579.0,353650.0,2.99
SC,South Carolina,2024,Nonfamily_Male_alone,712041,10579.0,277732.0,3.81
SD,South Dakota,2021,65plus,136475,10256.0,99889.0,10.27
SD,South Dakota,2021,Family4,136475,10256.0,35708.0,28.72
SD,South Dakota,2021,Female_no_spouse_kids,136475,10256.0,17877.0,57.37
SD,South Dakota,2021,Male_no_spouse_kids,136475,10256.0,8858.0,115.78
SD,South Dakota,2021,Married_with_kids,136475,10256.0,66607.0,15.4
SD,South Dakota,2021,Nonfamily_Female_alone,136475,10256.0,55489.0,18.48
SD,South Dakota,2021,Nonfamily_Male_alone,136475,10256.0,52452.0,19.55
SD,South Dakota,2024,65plus,136475,10256.0,107254.0,9.56
SD,South Dakota,2024,Family4,136475,10256.0,36452.0,28.14
SD,South Dakota,2024,Female_no_spouse_kids,136475,10256.0,18502.0,55.43
SD,South Dakota,2024,Male_no_spouse_kids,136475,10256.0,9739.0,105.31
SD,South Dakota,2024,Married_with_kids,136475,10256.0,69682.0,14.72
SD,South Dakota,2024,Nonfamily_Female_alone,136475,10256.0,57808.0,17.74
SD,South Dakota,2024,Nonfamily_Male_alone,136475,10256.0,62099.0,16.52
TN,Tennessee,2021,65plus,766844,10354.0,746747.0,1.39
TN,Tennessee,2021,Family4,766844,10354.0,302376.0,3.42
TN,Tennessee,2021,Female_no_spouse_kids,766844,10354.0,174886.0,5.92
TN,Tennessee,2021,Male_no_spouse_kids,766844,10354.0,55546.0,18.64
TN,Tennessee,2021,Married_with_kids,766844,10354.0,462400.0,2.24
TN,Tennessee,2021,Nonfamily_Female_alone,766844,10354.0,448316.0,2.31
TN,Tennessee,2021,Nonfamily_Male_alone,766844,10354.0,359546.0,2.88
TN,Tennessee,2024,65plus,766844,10354.0,803164.0,1.29
TN,Tennessee,2024,Family4,766844,10354.0,319543.0,3.24
TN,Tennessee,2024,Female_no_spouse_kids,766844,10354.0,171837.0,6.03
TN,Tennessee,2024,Male_no_spouse_kids,766844,10354.0,59675.0,17.35
TN,Tennessee,2024,Married_with_kids,766844,10354.0,488999.0,2.12
TN,Tennessee,2024,Nonfamily_Female_alone,766844,10354.0,472517.0,2.19
TN,Tennessee,2024,Nonfamily_Male_alone,766844,10354.0,388542.0,2.66
TX,Texas,2021,65plus,2347931,13251.0,2367162.0,0.56
TX,Texas,2021,Family4,2347931,13251.0,1427273.0,0.93
TX,Texas,2021,Female_no_spouse_kids,2347931,13251.0,781133.0,1.7
TX,Texas,2021,Male_no_spouse_kids,2347931,13251.0,250972.0,5.28
TX,Texas,2021,Married_with_kids,2347931,13251.0,2326042.0,0.57
TX,Texas,2021,Nonfamily_Female_alone,2347931,13251.0,1448956.0,0.91
TX,Texas,2021,Nonfamily_Male_alone,2347931,13251.0,1319936.0,1.0
TX,Texas,2024,65plus,2347931,13251.0,2614303.0,0.51
TX,Texas,2024,Family4,2347931,13251.0,1507108.0,0.88
TX,Texas,2024,Female_no_spouse_kids,2347931,13251.0,793333.0,1.67
TX,Texas,2024,Male_no_spouse_kids,2347931,13251.0,268294.0,4.94
TX,Texas,2024,Married_with_kids,2347931,13251.0,2353236.0,0.56
TX,Texas,2024,Nonfamily_Female_alone,2347931,13251.0,1588811.0,0.83
TX,Texas,2024,Nonfamily_Male_alone,2347931,13251.0,1425163.0,0.93
UT,Utah,2021,65plus,242369,10735.0,228621.0,4.7
UT,Utah,2021,Family4,242369,10735.0,137239.0,7.82
UT,Utah,2021,Female_no_spouse_kids,242369,10735.0,48878.0,21.96
UT,Utah,2021,Male_no_spouse_kids,242369,10735.0,21769.0,49.31
UT,Utah,2021,Married_with_kids,242369,10735.0,312918.0,3.43
UT,Utah,2021,Nonfamily_Female_alone,242369,10735.0,118317.0,9.07
UT,Utah,2021,Nonfamily_Male_alone,242369,10735.0,108678.0,9.88
UT,Utah,2024,65plus,242369,10735.0,258479.0,4.15
UT,Utah,2024,Family4,242369,10735.0,147506.0,7.28
UT,Utah,2024,Female_no_spouse_kids,242369,10735.0,51332.0,20.91
UT,Utah,2024,Male_no_spouse_kids,242369,10735.0,24885.0,43.14
UT,Utah,2024,Married_with_kids,242369,10735.0,313821.0,3.42
UT,Utah,2024,Nonfamily_Female_alone,242369,10735.0,123670.0,8.68
